causality_pair,x_variable,y_variable,best_lag,f_statistic,p_value,significant,lag_1_f_stat,lag_1_p_value,lag_2_f_stat,lag_2_p_value,lag_3_f_stat,lag_3_p_value,lag_4_f_stat,lag_4_p_value,lag_5_f_stat,lag_5_p_value
net_flow → whale_volume_ma30,net_flow,whale_volume_ma30,2,8.146151863232706,0.0002964158865007111,True,0.00013208477963820928,0.9908310388834413,8.146151863232706,0.0002964158865007111,5.445049377068683,0.0009875183261393024,4.769631125339367,0.0007776520191334814,4.200744435598179,0.0008315626189059921
net_flow_lag1 → whale_volume_lag3,net_flow_lag1,whale_volume_lag3,4,8.014877597933445,2.0080252715349305e-06,True,1.5066359278235297,0.21975093800331974,1.1109348965516783,0.32938866157936225,0.9860758255572802,0.3982641471046531,8.014877597933445,2.0080252715349305e-06,6.868322789927832,2.212474606976257e-06
net_flow → whale_volume_lag1,net_flow,whale_volume_lag1,5,8.012226672137112,1.6302520967942642e-07,True,0.7166158030236448,0.3973248069753783,1.0250060182516418,0.3589220103403615,9.836099363110476,1.875406955628129e-06,8.814288686342243,4.5160854694109603e-07,8.012226672137112,1.6302520967942642e-07
whale_activity → exchange_inflow,whale_activity,exchange_inflow,5,7.600444723658494,4.1809885783350573e-07,True,2.1893974472363444,0.13907030096106898,1.7186572416571184,0.1794861782759002,3.115929044280604,0.025157852798649814,5.011212294689905,0.0005031086100593964,7.600444723658494,4.1809885783350573e-07
whale_activity → whale_volume_ma30,whale_activity,whale_volume_ma30,1,7.553244209786656,0.0060266141922653855,True,7.553244209786656,0.0060266141922653855,4.121790383968432,0.01630890504210699,1.570291286165655,0.19447797527730853,1.2228732126827733,0.29886758887694204,1.3315879134317754,0.24768614221401172
whale_volume_ma30 → net_flow_lag3,whale_volume_ma30,net_flow_lag3,1,7.371778894316626,0.006664073450376306,True,7.371778894316626,0.006664073450376306,3.3959066916030807,0.033641165852800844,1.6056228886793091,0.1859541619361406,0.9378557059630248,0.4408512236131855,0.7391301108188058,0.5940763785507093
fear_greed_index → net_flow_lag1,fear_greed_index,net_flow_lag1,1,7.366527794598983,0.006683512509153675,True,7.366527794598983,0.006683512509153675,4.027447557254716,0.017917793960665385,2.2019719198617542,0.08581453543651889,1.6049088764403283,0.17023680732753602,1.3211409806120114,0.2519898853503156
whale_volume_ma30 → whale_volume_lag6,whale_volume_ma30,whale_volume_lag6,5,7.093464504715016,1.3270845528465972e-06,True,3.6030984853720804,0.05776937210283314,3.6064370546205375,0.02726812688591499,2.2292719151468545,0.08277755286249579,2.974681009713868,0.018275813879093526,7.093464504715016,1.3270845528465972e-06
whale_volume_lag6 → whale_volume_usd,whale_volume_lag6,whale_volume_usd,2,7.030511351638737,0.000899371149706947,True,4.5217894870320094,0.03354849633610453,7.030511351638737,0.000899371149706947,4.747581590818792,0.0026317455230744835,3.5930558610106487,0.0062794867700475075,3.831367461942415,0.0018378860367099545
net_flow → whale_volume_lag3,net_flow,whale_volume_lag3,5,7.011430872570381,1.5989659907687035e-06,True,2.147560736867744,0.14290302578525527,1.2294956894448372,0.29258977963732474,1.098104893207734,0.34861340316764716,0.9223899290238583,0.4498004281984229,7.011430872570381,1.5989659907687035e-06
net_flow_lag3 → whale_volume_lag6,net_flow_lag3,whale_volume_lag6,5,6.918795584695622,1.9731459342520027e-06,True,2.1586539582699396,0.14187531632195188,1.227138034844277,0.2932798439633676,1.0486396874434887,0.36983785795915936,0.8727589091593527,0.47937725668945874,6.918795584695622,1.9731459342520027e-06
exchange_inflow → fear_greed_index,exchange_inflow,fear_greed_index,2,6.836903672961988,0.0010905069127823655,True,10.491341760472253,0.00121264149439276,6.836903672961988,0.0010905069127823655,5.109309932295855,0.0015842639477343411,3.8597367418394066,0.003932899402856535,3.1621456842891367,0.0075122278588213515
whale_volume_lag1 → whale_activity,whale_volume_lag1,whale_activity,1,6.834193887467442,0.00898832403697264,True,6.834193887467442,0.00898832403697264,4.5784845017449145,0.010343513906920577,1.683932158952831,0.1682922865097716,1.1537575426512188,0.3293599877600704,0.6706529139299081,0.6457280380554526
net_flow → fear_greed_index,net_flow,fear_greed_index,3,6.814234802258975,0.00014187914262131138,True,4.8941809582035685,0.027023584923367927,8.30646355994877,0.0002527347749513836,6.814234802258975,0.00014187914262131138,5.105835642454692,0.0004240060256107031,4.14852245856055,0.0009307699805893607
fear_greed_index → whale_volume_ma30,fear_greed_index,whale_volume_ma30,2,6.468195740941228,0.0015741188524878962,True,0.08062669278890397,0.7764698261131083,6.468195740941228,0.0015741188524878962,4.517715182301651,0.003629526941926496,3.4402113455564236,0.008196195160505714,3.0258495323856986,0.009951011974938537
fear_greed_index → whale_volume_usd,fear_greed_index,whale_volume_usd,3,6.38212720798528,0.00026221628283282526,True,0.0014677022554723978,0.9694426262487835,6.366130763103313,0.0017424961630899763,6.38212720798528,0.00026221628283282526,5.215467093666604,0.0003476624872478378,3.876044800735567,0.0016706714568720294
fear_greed_index → whale_volume_ma7,fear_greed_index,whale_volume_ma7,2,6.332371687539462,0.001802064749194751,True,0.30238035506456296,0.5824355577498099,6.332371687539462,0.001802064749194751,4.0879819451296155,0.006602867018342023,3.274564213067561,0.01092147663544544,2.5915786671255994,0.023985676588535426
net_flow_lag1 → whale_volume_ma30,net_flow_lag1,whale_volume_ma30,3,5.6904834650595,0.0006983924686657527,True,11.500977148667696,0.0007047399140551491,6.332998519592906,0.0018009403355542363,5.6904834650595,0.0006983924686657527,4.724205485102446,0.0008438304015982871,3.92339295736876,0.0015097822450748448
whale_volume_ma7 → whale_volume_lag6,whale_volume_ma7,whale_volume_lag6,5,5.641564154302705,3.4988920640812376e-05,True,2.809758313925165,0.09379830838409352,3.26487751328516,0.03833964913192297,2.2525055831406977,0.08027481753216828,2.1331057012781764,0.07419377609608661,5.641564154302705,3.4988920640812376e-05
whale_volume_lag3 → exchange_inflow,whale_volume_lag3,exchange_inflow,5,5.5143195050011,4.646108153883697e-05,True,0.12159847326827433,0.7273320926276172,0.285817149774768,0.751420795375329,6.365084859374502,0.00026863720711408804,4.88914891260317,0.0006270765074323405,5.5143195050011,4.646108153883697e-05
fear_greed_index → net_flow,fear_greed_index,net_flow,1,5.127652430668854,0.023619742653897484,True,5.127652430668854,0.023619742653897484,3.4283901976532105,0.03256838169889397,2.0383500200705247,0.10639093056082012,1.399959941568126,0.23138305902029402,1.1272611345447827,0.34349891192005005
